Condition,Drug Name,Rating,Review,Side Effects,Useful Count
Epilepsy,Carbamazepine,6.4,Highly recommended,"Dizziness, fatigue, liver problems",170
Diabetes,Metformin,6.7,Very effective,"Nausea, weight loss, dizziness",215
Hypertension,Lisinopril,6.4,Caused side effects,"Cough, dizziness, low blood pressure",151
Migraine,Sumatriptan,8.4,Not effective,"Nausea, dizziness, chest pain",472
Asthma,Albuterol,4.2,Not effective,"Tremors, nervousness, fast heartbeat",297
COVID-19,Remdesivir,4.2,Highly recommended,"Nausea, liver problems, rash",135
Flu,Tamiflu,7.2,Highly recommended,"Nausea, headache, dizziness",367
Depression,Sertraline,8.6,Somewhat helpful,"Drowsiness, weight gain, nausea",278
Arthritis,Ibuprofen,2,Highly recommended,"Stomach pain, nausea, ulcers",138
Pneumonia,Azithromycin,2.3,Not effective,"Diarrhea, stomach pain, nausea",203
Acid Reflux,Omeprazole,9.9,Not effective,"Stomach pain, bloating, dizziness",178
Tuberculosis,Rifampin,9.6,Not effective,"Liver damage, nausea, dizziness",230
Bronchitis,Dextromethorphan,7.9,Somewhat helpful,"Dizziness, dry mouth, fatigue",383
Liver Disease,Silymarin,6.4,Highly recommended,"Stomach pain, diarrhea, nausea",424
Kidney Stones,Tamsulosin,2.8,Somewhat helpful,"Dizziness, headache, nasal congestion",474
Stroke,Aspirin,2,Caused side effects,"Bleeding risk, stomach pain",171
Heart Disease,Atorvastatin,1.1,Caused side effects,"Muscle pain, liver issues, nausea",282
Alzheimer's,Donepezil,8.5,Caused side effects,"Nausea, insomnia, diarrhea",489
Anemia,Ferrous Sulfate,3.6,Not effective,"Constipation, nausea, black stools",463
Hypothyroidism,Levothyroxine,3.1,Highly recommended,"Weight loss, anxiety, nausea",432
Epilepsy,Carbamazepine,2.4,Highly recommended,"Dizziness, fatigue, liver problems",318
Diabetes,Metformin,4.9,Somewhat helpful,"Nausea, weight loss, dizziness",491
Hypertension,Lisinopril,3.6,Very effective,"Cough, dizziness, low blood pressure",62
Migraine,Sumatriptan,3.1,Highly recommended,"Nausea, dizziness, chest pain",274
Asthma,Albuterol,3.8,Caused side effects,"Tremors, nervousness, fast heartbeat",243
COVID-19,Remdesivir,8.6,Highly recommended,"Nausea, liver problems, rash",343
Flu,Tamiflu,10,Not effective,"Nausea, headache, dizziness",298
Depression,Sertraline,6.2,Very effective,"Drowsiness, weight gain, nausea",364
Arthritis,Ibuprofen,2.5,Very effective,"Stomach pain, nausea, ulcers",157
Pneumonia,Azithromycin,8.9,Somewhat helpful,"Diarrhea, stomach pain, nausea",133
Acid Reflux,Omeprazole,7,Caused side effects,"Stomach pain, bloating, dizziness",259
Tuberculosis,Rifampin,5.1,Caused side effects,"Liver damage, nausea, dizziness",32
Bronchitis,Dextromethorphan,4.4,Somewhat helpful,"Dizziness, dry mouth, fatigue",391
Liver Disease,Silymarin,4,Very effective,"Stomach pain, diarrhea, nausea",75
Kidney Stones,Tamsulosin,9.4,Somewhat helpful,"Dizziness, headache, nasal congestion",146
Stroke,Aspirin,7.3,Highly recommended,"Bleeding risk, stomach pain",309
Heart Disease,Atorvastatin,9.3,Very effective,"Muscle pain, liver issues, nausea",240
Alzheimer's,Donepezil,9.7,Somewhat helpful,"Nausea, insomnia, diarrhea",442
Anemia,Ferrous Sulfate,3.4,Somewhat helpful,"Constipation, nausea, black stools",242
Hypothyroidism,Levothyroxine,5.7,Very effective,"Weight loss, anxiety, nausea",58
Epilepsy,Carbamazepine,2,Very effective,"Dizziness, fatigue, liver problems",295
Diabetes,Metformin,8.8,Very effective,"Nausea, weight loss, dizziness",92
Hypertension,Lisinopril,5.9,Not effective,"Cough, dizziness, low blood pressure",400
Migraine,Sumatriptan,3.3,Not effective,"Nausea, dizziness, chest pain",238
Asthma,Albuterol,5.7,Not effective,"Tremors, nervousness, fast heartbeat",329
COVID-19,Remdesivir,2.9,Not effective,"Nausea, liver problems, rash",228
Flu,Tamiflu,8,Highly recommended,"Nausea, headache, dizziness",228
Depression,Sertraline,1.7,Caused side effects,"Drowsiness, weight gain, nausea",398
Arthritis,Ibuprofen,9.6,Caused side effects,"Stomach pain, nausea, ulcers",393
Pneumonia,Azithromycin,9,Somewhat helpful,"Diarrhea, stomach pain, nausea",101
Acid Reflux,Omeprazole,5,Not effective,"Stomach pain, bloating, dizziness",400
Tuberculosis,Rifampin,4.2,Highly recommended,"Liver damage, nausea, dizziness",468
Bronchitis,Dextromethorphan,5.9,Highly recommended,"Dizziness, dry mouth, fatigue",74
Liver Disease,Silymarin,8.8,Highly recommended,"Stomach pain, diarrhea, nausea",287
Kidney Stones,Tamsulosin,4.4,Highly recommended,"Dizziness, headache, nasal congestion",290
Stroke,Aspirin,2.2,Caused side effects,"Bleeding risk, stomach pain",377
Heart Disease,Atorvastatin,8.7,Caused side effects,"Muscle pain, liver issues, nausea",458
Alzheimer's,Donepezil,1.1,Somewhat helpful,"Nausea, insomnia, diarrhea",431
Anemia,Ferrous Sulfate,3.8,Caused side effects,"Constipation, nausea, black stools",67
Hypothyroidism,Levothyroxine,6.2,Caused side effects,"Weight loss, anxiety, nausea",108
Epilepsy,Carbamazepine,7.5,Caused side effects,"Dizziness, fatigue, liver problems",29
Diabetes,Metformin,7.3,Highly recommended,"Nausea, weight loss, dizziness",139
Hypertension,Lisinopril,1.3,Somewhat helpful,"Cough, dizziness, low blood pressure",69
Migraine,Sumatriptan,2.7,Highly recommended,"Nausea, dizziness, chest pain",150
Asthma,Albuterol,7.3,Caused side effects,"Tremors, nervousness, fast heartbeat",119
COVID-19,Remdesivir,2.1,Very effective,"Nausea, liver problems, rash",261
Flu,Tamiflu,1.5,Highly recommended,"Nausea, headache, dizziness",204
Depression,Sertraline,5.8,Highly recommended,"Drowsiness, weight gain, nausea",134
Arthritis,Ibuprofen,9.2,Very effective,"Stomach pain, nausea, ulcers",82
Pneumonia,Azithromycin,8.3,Not effective,"Diarrhea, stomach pain, nausea",359
Acid Reflux,Omeprazole,7.1,Somewhat helpful,"Stomach pain, bloating, dizziness",245
Tuberculosis,Rifampin,1.5,Not effective,"Liver damage, nausea, dizziness",271
Bronchitis,Dextromethorphan,3.3,Very effective,"Dizziness, dry mouth, fatigue",142
Liver Disease,Silymarin,1.6,Highly recommended,"Stomach pain, diarrhea, nausea",130
Kidney Stones,Tamsulosin,8.5,Very effective,"Dizziness, headache, nasal congestion",189
Stroke,Aspirin,1.1,Highly recommended,"Bleeding risk, stomach pain",330
Heart Disease,Atorvastatin,3.6,Highly recommended,"Muscle pain, liver issues, nausea",367
Alzheimer's,Donepezil,2.9,Caused side effects,"Nausea, insomnia, diarrhea",243
Anemia,Ferrous Sulfate,1.6,Not effective,"Constipation, nausea, black stools",378
Hypothyroidism,Levothyroxine,7.8,Very effective,"Weight loss, anxiety, nausea",166
Epilepsy,Carbamazepine,1.7,Very effective,"Dizziness, fatigue, liver problems",179
Diabetes,Metformin,7.9,Not effective,"Nausea, weight loss, dizziness",40
Hypertension,Lisinopril,7.2,Very effective,"Cough, dizziness, low blood pressure",44
Migraine,Sumatriptan,9.4,Somewhat helpful,"Nausea, dizziness, chest pain",316
Asthma,Albuterol,9.2,Caused side effects,"Tremors, nervousness, fast heartbeat",38
COVID-19,Remdesivir,7.9,Caused side effects,"Nausea, liver problems, rash",12
Flu,Tamiflu,3.3,Not effective,"Nausea, headache, dizziness",429
Depression,Sertraline,5,Somewhat helpful,"Drowsiness, weight gain, nausea",97
Arthritis,Ibuprofen,3.1,Somewhat helpful,"Stomach pain, nausea, ulcers",196
Pneumonia,Azithromycin,5.8,Highly recommended,"Diarrhea, stomach pain, nausea",414
Acid Reflux,Omeprazole,9.8,Highly recommended,"Stomach pain, bloating, dizziness",120
Tuberculosis,Rifampin,1.3,Somewhat helpful,"Liver damage, nausea, dizziness",343
Bronchitis,Dextromethorphan,3.4,Not effective,"Dizziness, dry mouth, fatigue",34
Liver Disease,Silymarin,6.7,Caused side effects,"Stomach pain, diarrhea, nausea",71
Kidney Stones,Tamsulosin,9.4,Highly recommended,"Dizziness, headache, nasal congestion",266
Stroke,Aspirin,3.3,Very effective,"Bleeding risk, stomach pain",43
Heart Disease,Atorvastatin,8.2,Very effective,"Muscle pain, liver issues, nausea",387
Alzheimer's,Donepezil,3.4,Highly recommended,"Nausea, insomnia, diarrhea",96
Anemia,Ferrous Sulfate,4.6,Highly recommended,"Constipation, nausea, black stools",191
Hypothyroidism,Levothyroxine,7.1,Caused side effects,"Weight loss, anxiety, nausea",470
Epilepsy,Carbamazepine,8.4,Caused side effects,"Dizziness, fatigue, liver problems",165
Diabetes,Metformin,1.1,Caused side effects,"Nausea, weight loss, dizziness",449
Hypertension,Lisinopril,4,Very effective,"Cough, dizziness, low blood pressure",169
Migraine,Sumatriptan,5.9,Highly recommended,"Nausea, dizziness, chest pain",169
Asthma,Albuterol,9.8,Highly recommended,"Tremors, nervousness, fast heartbeat",407
COVID-19,Remdesivir,3,Somewhat helpful,"Nausea, liver problems, rash",116
Flu,Tamiflu,6.4,Very effective,"Nausea, headache, dizziness",183
Depression,Sertraline,6.5,Highly recommended,"Drowsiness, weight gain, nausea",356
Arthritis,Ibuprofen,4.1,Highly recommended,"Stomach pain, nausea, ulcers",197
Pneumonia,Azithromycin,6.5,Caused side effects,"Diarrhea, stomach pain, nausea",65
Acid Reflux,Omeprazole,8.9,Caused side effects,"Stomach pain, bloating, dizziness",18
Tuberculosis,Rifampin,1.5,Somewhat helpful,"Liver damage, nausea, dizziness",463
Bronchitis,Dextromethorphan,5,Somewhat helpful,"Dizziness, dry mouth, fatigue",128
Liver Disease,Silymarin,8.5,Somewhat helpful,"Stomach pain, diarrhea, nausea",459
Kidney Stones,Tamsulosin,8.8,Not effective,"Dizziness, headache, nasal congestion",112
Stroke,Aspirin,7.9,Not effective,"Bleeding risk, stomach pain",327
Heart Disease,Atorvastatin,8,Very effective,"Muscle pain, liver issues, nausea",351
Alzheimer's,Donepezil,7.9,Somewhat helpful,"Nausea, insomnia, diarrhea",54
Anemia,Ferrous Sulfate,8.1,Very effective,"Constipation, nausea, black stools",122
Hypothyroidism,Levothyroxine,2.4,Very effective,"Weight loss, anxiety, nausea",377
Epilepsy,Carbamazepine,2.3,Not effective,"Dizziness, fatigue, liver problems",397
Diabetes,Metformin,5.7,Caused side effects,"Nausea, weight loss, dizziness",23
Hypertension,Lisinopril,4.4,Very effective,"Cough, dizziness, low blood pressure",94
Migraine,Sumatriptan,9.1,Highly recommended,"Nausea, dizziness, chest pain",92
Asthma,Albuterol,1.9,Highly recommended,"Tremors, nervousness, fast heartbeat",499
COVID-19,Remdesivir,8.8,Somewhat helpful,"Nausea, liver problems, rash",360
Flu,Tamiflu,3.5,Not effective,"Nausea, headache, dizziness",75
Depression,Sertraline,4.2,Caused side effects,"Drowsiness, weight gain, nausea",52
Arthritis,Ibuprofen,4.6,Highly recommended,"Stomach pain, nausea, ulcers",448
Pneumonia,Azithromycin,9.7,Highly recommended,"Diarrhea, stomach pain, nausea",418
Acid Reflux,Omeprazole,1.2,Very effective,"Stomach pain, bloating, dizziness",316
Tuberculosis,Rifampin,2.5,Caused side effects,"Liver damage, nausea, dizziness",250
Bronchitis,Dextromethorphan,2.2,Caused side effects,"Dizziness, dry mouth, fatigue",146
Liver Disease,Silymarin,6.7,Caused side effects,"Stomach pain, diarrhea, nausea",131
Kidney Stones,Tamsulosin,5,Very effective,"Dizziness, headache, nasal congestion",317
Stroke,Aspirin,2.8,Not effective,"Bleeding risk, stomach pain",109
Heart Disease,Atorvastatin,3.4,Somewhat helpful,"Muscle pain, liver issues, nausea",244
Alzheimer's,Donepezil,1.1,Not effective,"Nausea, insomnia, diarrhea",77
Anemia,Ferrous Sulfate,2.8,Caused side effects,"Constipation, nausea, black stools",223
Hypothyroidism,Levothyroxine,8.7,Very effective,"Weight loss, anxiety, nausea",199
Epilepsy,Carbamazepine,3,Somewhat helpful,"Dizziness, fatigue, liver problems",146
Diabetes,Metformin,8,Somewhat helpful,"Nausea, weight loss, dizziness",27
Hypertension,Lisinopril,6.5,Caused side effects,"Cough, dizziness, low blood pressure",156
Migraine,Sumatriptan,3.8,Caused side effects,"Nausea, dizziness, chest pain",11
Asthma,Albuterol,7.5,Very effective,"Tremors, nervousness, fast heartbeat",453
COVID-19,Remdesivir,3.7,Highly recommended,"Nausea, liver problems, rash",386
Flu,Tamiflu,9.4,Caused side effects,"Nausea, headache, dizziness",271
Depression,Sertraline,1.6,Somewhat helpful,"Drowsiness, weight gain, nausea",105
Arthritis,Ibuprofen,2.3,Caused side effects,"Stomach pain, nausea, ulcers",115
Pneumonia,Azithromycin,7.3,Not effective,"Diarrhea, stomach pain, nausea",357
Acid Reflux,Omeprazole,2.5,Not effective,"Stomach pain, bloating, dizziness",177
Tuberculosis,Rifampin,9.6,Highly recommended,"Liver damage, nausea, dizziness",304
Bronchitis,Dextromethorphan,1.9,Not effective,"Dizziness, dry mouth, fatigue",185
Liver Disease,Silymarin,6.8,Not effective,"Stomach pain, diarrhea, nausea",347
Kidney Stones,Tamsulosin,6.5,Caused side effects,"Dizziness, headache, nasal congestion",378
Stroke,Aspirin,6.4,Highly recommended,"Bleeding risk, stomach pain",102
Heart Disease,Atorvastatin,1.4,Somewhat helpful,"Muscle pain, liver issues, nausea",378
Alzheimer's,Donepezil,9.1,Caused side effects,"Nausea, insomnia, diarrhea",33
Anemia,Ferrous Sulfate,8.9,Caused side effects,"Constipation, nausea, black stools",130
Hypothyroidism,Levothyroxine,1.6,Caused side effects,"Weight loss, anxiety, nausea",68
Epilepsy,Carbamazepine,5.8,Caused side effects,"Dizziness, fatigue, liver problems",126
Diabetes,Metformin,1.6,Not effective,"Nausea, weight loss, dizziness",398
Hypertension,Lisinopril,6.9,Very effective,"Cough, dizziness, low blood pressure",376
Migraine,Sumatriptan,6.1,Not effective,"Nausea, dizziness, chest pain",198
Asthma,Albuterol,5.7,Not effective,"Tremors, nervousness, fast heartbeat",232
COVID-19,Remdesivir,4,Caused side effects,"Nausea, liver problems, rash",73
Flu,Tamiflu,6.1,Highly recommended,"Nausea, headache, dizziness",74
Depression,Sertraline,1.2,Somewhat helpful,"Drowsiness, weight gain, nausea",303
Arthritis,Ibuprofen,7.1,Caused side effects,"Stomach pain, nausea, ulcers",465
Pneumonia,Azithromycin,8.7,Very effective,"Diarrhea, stomach pain, nausea",309
Acid Reflux,Omeprazole,8.8,Caused side effects,"Stomach pain, bloating, dizziness",466
Tuberculosis,Rifampin,1.3,Highly recommended,"Liver damage, nausea, dizziness",193
Bronchitis,Dextromethorphan,3.5,Caused side effects,"Dizziness, dry mouth, fatigue",320
Liver Disease,Silymarin,7.1,Very effective,"Stomach pain, diarrhea, nausea",22
Kidney Stones,Tamsulosin,7,Caused side effects,"Dizziness, headache, nasal congestion",97
Stroke,Aspirin,1.1,Very effective,"Bleeding risk, stomach pain",385
Heart Disease,Atorvastatin,4.2,Somewhat helpful,"Muscle pain, liver issues, nausea",40
Alzheimer's,Donepezil,6.2,Somewhat helpful,"Nausea, insomnia, diarrhea",361
Anemia,Ferrous Sulfate,5.1,Not effective,"Constipation, nausea, black stools",415
Hypothyroidism,Levothyroxine,9.5,Very effective,"Weight loss, anxiety, nausea",278
Epilepsy,Carbamazepine,2.4,Somewhat helpful,"Dizziness, fatigue, liver problems",388
Diabetes,Metformin,6.2,Not effective,"Nausea, weight loss, dizziness",460
Hypertension,Lisinopril,4,Somewhat helpful,"Cough, dizziness, low blood pressure",107
Migraine,Sumatriptan,2.9,Very effective,"Nausea, dizziness, chest pain",452
Asthma,Albuterol,9.3,Highly recommended,"Tremors, nervousness, fast heartbeat",279
COVID-19,Remdesivir,2.7,Highly recommended,"Nausea, liver problems, rash",443
Flu,Tamiflu,6.4,Caused side effects,"Nausea, headache, dizziness",195
Depression,Sertraline,3.7,Not effective,"Drowsiness, weight gain, nausea",129
Arthritis,Ibuprofen,3.5,Somewhat helpful,"Stomach pain, nausea, ulcers",147
Pneumonia,Azithromycin,8.8,Highly recommended,"Diarrhea, stomach pain, nausea",345
Acid Reflux,Omeprazole,3.8,Not effective,"Stomach pain, bloating, dizziness",19
Tuberculosis,Rifampin,1.9,Caused side effects,"Liver damage, nausea, dizziness",434
Bronchitis,Dextromethorphan,5.7,Somewhat helpful,"Dizziness, dry mouth, fatigue",442
Liver Disease,Silymarin,2.5,Somewhat helpful,"Stomach pain, diarrhea, nausea",42
Kidney Stones,Tamsulosin,8.7,Highly recommended,"Dizziness, headache, nasal congestion",349
Stroke,Aspirin,4.5,Highly recommended,"Bleeding risk, stomach pain",277
Heart Disease,Atorvastatin,3.7,Somewhat helpful,"Muscle pain, liver issues, nausea",291
Alzheimer's,Donepezil,2.9,Highly recommended,"Nausea, insomnia, diarrhea",245
Anemia,Ferrous Sulfate,5.1,Very effective,"Constipation, nausea, black stools",440
Hypothyroidism,Levothyroxine,2,Somewhat helpful,"Weight loss, anxiety, nausea",242
Epilepsy,Carbamazepine,1.9,Somewhat helpful,"Dizziness, fatigue, liver problems",35
Diabetes,Metformin,8.3,Highly recommended,"Nausea, weight loss, dizziness",208
Hypertension,Lisinopril,3,Highly recommended,"Cough, dizziness, low blood pressure",155
Migraine,Sumatriptan,3.9,Not effective,"Nausea, dizziness, chest pain",326
Asthma,Albuterol,8.4,Highly recommended,"Tremors, nervousness, fast heartbeat",102
COVID-19,Remdesivir,1.5,Very effective,"Nausea, liver problems, rash",199
Flu,Tamiflu,4.6,Not effective,"Nausea, headache, dizziness",92
Depression,Sertraline,2.6,Not effective,"Drowsiness, weight gain, nausea",145
Arthritis,Ibuprofen,3.2,Caused side effects,"Stomach pain, nausea, ulcers",166
Pneumonia,Azithromycin,1.6,Not effective,"Diarrhea, stomach pain, nausea",336
Acid Reflux,Omeprazole,5,Somewhat helpful,"Stomach pain, bloating, dizziness",474
Tuberculosis,Rifampin,7.3,Caused side effects,"Liver damage, nausea, dizziness",245
Bronchitis,Dextromethorphan,1.7,Highly recommended,"Dizziness, dry mouth, fatigue",38
Liver Disease,Silymarin,7,Highly recommended,"Stomach pain, diarrhea, nausea",121
Kidney Stones,Tamsulosin,4.1,Somewhat helpful,"Dizziness, headache, nasal congestion",405
Stroke,Aspirin,9,Somewhat helpful,"Bleeding risk, stomach pain",307
Heart Disease,Atorvastatin,9.9,Somewhat helpful,"Muscle pain, liver issues, nausea",214
Alzheimer's,Donepezil,1.5,Not effective,"Nausea, insomnia, diarrhea",31
Anemia,Ferrous Sulfate,8.2,Somewhat helpful,"Constipation, nausea, black stools",336
Hypothyroidism,Levothyroxine,9.1,Caused side effects,"Weight loss, anxiety, nausea",366
Epilepsy,Carbamazepine,6.6,Highly recommended,"Dizziness, fatigue, liver problems",188
Diabetes,Metformin,9,Very effective,"Nausea, weight loss, dizziness",398
Hypertension,Lisinopril,7.6,Not effective,"Cough, dizziness, low blood pressure",354
Migraine,Sumatriptan,8.4,Highly recommended,"Nausea, dizziness, chest pain",467
Asthma,Albuterol,3,Somewhat helpful,"Tremors, nervousness, fast heartbeat",328
COVID-19,Remdesivir,4.3,Not effective,"Nausea, liver problems, rash",399
Flu,Tamiflu,3.4,Very effective,"Nausea, headache, dizziness",477
Depression,Sertraline,10,Somewhat helpful,"Drowsiness, weight gain, nausea",458
Arthritis,Ibuprofen,5.2,Highly recommended,"Stomach pain, nausea, ulcers",410
Pneumonia,Azithromycin,6.5,Not effective,"Diarrhea, stomach pain, nausea",465
